Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price
63875.45,5.35,7.22,4.08,33836.67,1316774.67
63525.64,7.23,7.21,5.39,48846.28,1501363.05
61422.45,7.49,6.77,1.95,52149.51,1688570.1
65217.32,7.35,7.36,3.88,35182.58,1396626.79
81142.93,5.58,6.11,4.15,29095.19,1149415.98
70706.48,5.04,7.68,4.72,46724.34,1406986.83
94927.54,7.24,6.78,1.87,19595.24,1726220.85
70400.28,6.52,6.5,3.66,38620.54,1452186.58
65491.48,6.31,6.19,4.47,35727.16,1232658.17
68627.05,5.35,6.75,4.57,49004.24,1273627.68
71316.69,6.4,8.88,5.44,50008.56,1696151.82
73221.94,4.91,6.93,4.92,26808.4,923827.34
90716.59,6.61,5.83,3.91,37827.2,1502330.24
59573.57,7.35,7.92,4.81,30499.75,1299600.59
77738.71,7.59,6.51,3.73,33251.73,1625124.86
70797.21,6.68,7.28,4.16,42290.57,1444575.93
51838.24,4.61,6.38,4.96,32839.18,434192.03
76797.11,6.18,8.28,3.92,38087.71,1661628.73
82093.33,8.1,6.39,4.43,45663.93,1915071.28
59447.21,5.12,8.4,5.16,51200.98,1312699.41
68487.78,5.92,5.93,4.86,39028.15,1135734.03
50194.17,7.38,6.69,5.5,37331.82,1112142.28
55166.64,6.59,8.4,6.84,25173.15,1035502.0
79752.9,8.44,7.16,4.84,51902.05,2123736.18
63611.93,5.25,9.28,3.41,41082.83,1206868.63
56765.38,5.0,6.72,4.61,37515.03,836814.51
71028.59,7.19,7.25,4.56,37007.11,1573805.4
63015.13,4.8,8.91,4.73,39742.49,1227067.28
63564.98,5.79,5.46,5.82,43823.02,1253494.75
76462.74,5.92,5.34,1.91,45051.34,1370816.49
56201.25,7.01,6.19,5.84,52150.21,1303648.04
58933.62,6.59,7.81,6.26,38571.68,1352373.22
70225.18,6.43,5.36,4.68,53573.45,1656484.23
78914.97,5.58,7.59,4.71,46660.9,1684690.41
81779.31,7.18,7.52,3.68,35566.2,1581388.86
61494.77,9.97,9.02,3.99,19614.32,1808796.46
78573.56,6.66,8.05,4.84,37012.21,1650651.02
60225.61,6.08,7.36,4.76,51630.89,1193831.91
88046.74,4.7,8.36,4.87,28468.51,1697899.93
56499.27,5.35,7.53,4.75,36981.44,1133276.1
82741.93,5.77,6.53,5.09,37802.8,1417860.93
61586.17,5.45,5.83,4.95,45513.61,944079.31
90040.18,5.96,6.41,2.72,32313.97,1610585.46
74885.3,7.74,6.95,5.0,27534.37,1469788.37
57754.3,7.21,7.17,6.27,41820.27,1337099.06
63016.98,5.82,4.83,3.95,28784.88,675558.39
76908.83,4.78,6.77,5.82,17945.61,911103.21
79802.08,7.3,7.02,2.85,54428.69,1863911.57
67829.31,5.93,7.54,3.94,45363.78,1533411.1
69058.97,4.27,8.63,3.19,54855.62,1600570.43
76665.53,6.69,7.18,5.68,44837.58,1706057.08
69987.71,7.0,6.07,6.0,42915.62,1456377.53
54796.83,3.58,5.15,3.86,39830.64,471723.93
59918.32,5.16,7.68,5.42,34316.67,1007877.24
71088.91,5.87,6.11,6.01,41245.66,1451805.33
81537.61,6.71,7.87,3.94,30672.17,1557054.93
85806.14,5.47,8.4,4.14,25550.9,1651602.39
76891.22,5.16,5.43,4.88,32865.66,1061637.52
71644.94,6.7,7.55,2.94,48981.06,1599930.23
76563.86,5.52,8.3,4.12,23931.36,1561617.22
61476.77,6.52,8.02,6.62,24089.07,1390037.57
66949.86,4.88,4.87,3.36,42031.74,860648.49
59799.41,4.64,6.13,5.03,32043.34,738542.5
55273.9,6.73,5.7,4.62,40981.54,974131.99
72137.97,6.23,7.52,3.78,45987.34,1567392.13
70560.2,6.89,7.41,4.25,40743.71,1467930.4
75912.0,5.45,4.27,6.14,29887.96,788312.09
74403.46,5.19,6.69,4.66,48896.12,1606300.92
71169.1,7.33,7.8,4.85,43528.57,1753116.85
74515.42,4.47,7.14,5.95,36429.27,1180203.55
68128.08,7.22,7.14,3.62,35948.79,1393893.82
72983.6,7.29,6.62,2.69,39874.88,1603895.82
60843.75,6.83,5.92,6.16,33066.56,918422.11
72523.33,5.3,6.97,4.15,19973.29,915567.46
75707.0,5.17,7.04,5.08,43608.32,1290615.3
61445.54,5.77,7.61,3.04,43018.62,1387063.36
69135.43,4.7,7.69,4.46,13324.92,643965.42
61936.64,5.03,7.08,2.63,41231.46,934950.65
62971.49,6.62,8.1,4.06,53596.1,1447028.52
56593.5,6.62,6.61,3.18,24971.19,808008.9
82073.63,4.94,5.53,2.9,35435.58,1149661.34
79941.07,6.65,7.47,3.61,34356.83,1749810.45
74310.97,6.43,7.12,1.16,52642.59,1701384.41
89602.66,7.47,7.49,2.55,47288.4,2150442.6
66566.02,6.54,5.71,4.94,27444.72,1060775.19
100895.52,7.03,8.8,4.41,39558.53,2363305.24
66157.99,6.45,7.71,2.66,59017.02,1965599.62
71302.85,6.95,6.7,4.65,29962.77,1298094.14
64343.48,4.71,6.05,2.9,36052.3,889257.62
72551.25,5.86,8.08,4.87,41259.56,1628273.13
77488.98,5.94,5.88,3.84,30108.21,1162691.62
67368.88,5.74,9.27,3.58,53662.79,1762162.93
87519.28,6.42,6.37,3.87,31471.77,1549631.14
71131.85,6.61,8.73,7.13,22376.83,1463183.77
71465.83,6.37,6.8,3.05,30952.55,1299159.33
58894.9,5.8,8.59,4.26,42644.22,1310601.99
73043.36,5.25,6.25,4.94,28241.12,919990.08
67154.54,7.07,7.01,2.8,39162.33,1646410.17
62100.38,6.33,7.8,2.02,41746.31,1422833.56
60307.34,4.97,7.66,3.24,24164.33,662842.42
97058.65,5.79,8.1,4.91,30568.26,1859335.7
65774.86,4.25,6.5,3.56,39626.54,758833.11
53054.45,6.02,7.08,3.7,43134.44,1131454.51
61141.36,5.78,8.25,5.1,30815.57,1148625.61
68033.39,5.41,6.28,2.99,37669.34,1096498.09
74409.38,7.55,7.57,3.87,33344.93,1593409.14
74496.02,4.84,6.77,2.12,43386.91,1253665.97
75794.36,6.68,7.2,4.37,41318.18,1720827.42
61710.08,8.14,7.08,4.26,32456.18,1535291.81
72211.41,7.05,6.19,4.96,40911.56,1582712.4
59245.96,5.95,6.73,2.57,32067.96,808689.51
61978.85,4.86,7.14,3.74,40702.32,1009199.9
58802.06,4.63,6.89,2.41,40840.6,916069.32
55917.15,5.57,8.58,3.68,59695.64,1405781.09
79925.34,5.3,8.01,5.8,32825.6,1312354.2
75922.22,5.27,7.28,3.59,34760.91,1193400.03
78992.3,5.66,6.22,2.3,29739.23,1392582.83
69002.0,5.88,6.16,3.14,25912.22,881485.06
76862.22,6.46,8.98,2.0,31632.63,1698598.02
49811.18,4.75,5.97,2.39,42764.12,619380.33
77781.79,5.3,7.1,4.81,43482.31,1466635.26
70470.74,5.82,7.35,2.2,39097.62,1334973.11
75266.73,5.79,6.68,4.36,33227.53,1376517.13
72633.29,7.8,5.98,4.01,31266.25,1458623.4
58062.97,6.21,6.2,3.33,27063.46,779961.0
52616.89,4.38,6.44,4.26,30635.89,516889.41
60993.93,6.39,6.27,2.83,23308.85,758948.49
74603.89,6.52,8.33,5.01,49639.74,1904333.43
75937.99,5.86,6.98,3.12,54396.73,1611262.78
54003.47,4.78,6.46,3.5,16949.56,337082.93
58126.44,7.72,7.1,3.36,39033.94,1434852.37
60874.75,4.92,7.66,4.83,38869.47,1013060.83
64774.84,6.63,6.64,4.65,38235.43,1248679.1
54066.26,6.18,7.9,1.0,30280.01,1119066.19
53426.77,6.57,5.71,4.29,46311.45,940439.58
59823.88,7.67,8.17,1.83,40236.99,1607192.98
69502.29,6.54,6.98,3.56,46426.66,1627421.93
56000.23,5.43,6.94,3.85,28843.19,905607.67
67348.77,7.07,6.29,3.55,22434.91,1343204.22
79865.06,5.36,5.75,4.6,40479.44,1259401.15
54708.63,6.14,5.31,4.87,26605.78,560702.1
66382.7,4.7,6.22,3.03,46629.9,1154861.31
79504.86,4.96,7.58,2.98,15056.28,1177843.48
64125.1,6.03,6.02,3.94,31512.74,911843.57
62468.83,6.34,5.43,2.08,30049.98,955985.69
80983.54,4.29,6.07,3.39,32864.16,1366670.14
65319.5,6.47,6.6,5.64,38754.41,1284818.41
80354.71,5.17,6.64,2.13,40095.64,1492632.8
73154.91,7.25,6.86,3.56,42512.4,1810984.89
64928.96,5.63,8.03,3.25,43656.24,1621643.62
73695.54,4.87,8.25,6.45,34460.61,1353943.38
71998.35,6.06,9.02,3.32,57091.89,2042281.43
79463.57,5.07,5.35,3.39,49929.87,1281544.96
62738.73,7.24,6.13,2.71,33066.52,1194826.23
69022.17,5.98,7.7,3.99,34804.53,1297992.42
67927.37,5.83,6.53,4.31,32857.5,935047.13
76087.81,6.57,7.86,2.89,39768.74,1522946.41
57656.64,4.99,7.2,5.2,26516.52,794519.65
79421.94,4.7,8.58,4.31,28326.84,1412674.69
73553.13,6.38,8.04,5.03,14651.89,1140791.24
54547.21,4.89,8.06,3.58,32206.3,1012676.26
81460.67,4.89,6.57,4.28,46730.73,1365562.64
92393.96,6.81,6.89,3.72,34653.4,1905570.08
79260.55,6.5,6.68,5.77,35208.59,1493316.86
83791.8,4.74,5.47,4.12,38923.73,1258538.99
69492.89,5.37,8.48,3.99,26215.79,1306735.88
50874.68,5.09,7.74,3.42,36413.97,910189.79
48928.36,7.74,6.64,3.35,44999.52,1294489.14
71301.66,6.88,8.31,4.27,39205.64,1738959.8
62273.69,5.56,6.35,4.99,45871.28,1008821.38
58835.45,6.55,5.13,3.14,48709.51,1227200.62
67914.25,4.64,8.01,4.14,42739.2,1151540.27
75143.91,5.31,5.7,4.21,29082.83,1024310.96
53099.51,6.08,6.79,4.42,32747.46,841722.23
63798.86,6.43,7.2,1.88,55333.03,1584771.99
84675.2,5.88,7.38,2.84,39281.12,1641398.4
57122.58,6.23,7.85,2.3,37958.99,1173318.52
77852.91,6.06,7.58,4.02,27627.9,1583510.94
63416.74,5.82,7.55,2.87,35255.25,1051693.17
74400.07,5.69,6.19,3.37,43273.01,1353510.0
80278.32,5.56,7.29,2.51,36310.34,1373314.23
76483.58,6.21,5.47,3.48,31008.17,1277509.71
78272.82,6.39,8.57,2.6,33310.69,1615695.35
56309.32,6.18,5.57,4.91,47991.87,1049142.43
80452.39,4.81,6.64,4.57,42790.72,1258557.09
59495.0,4.99,5.66,4.16,41463.35,957753.67
71349.2,6.37,6.25,3.61,40538.76,1374788.68
71335.39,7.44,7.0,1.47,24421.43,1396472.73
73753.44,6.13,6.46,3.42,38866.06,1461002.84
72174.28,5.57,8.15,3.04,46762.97,1452667.53
59589.67,6.2,7.22,4.28,33573.35,1038583.75
54196.11,4.85,6.52,4.74,45863.97,883095.78
77880.49,7.28,6.86,4.38,41574.38,1570670.54
70563.62,6.16,8.22,5.53,44377.65,1454116.35
80833.06,5.32,7.91,3.28,36668.54,1458146.83
68106.24,5.81,5.84,3.23,44962.36,1107786.89
53606.76,5.46,6.3,5.26,21626.03,524076.67
78880.01,7.28,7.47,4.18,36491.97,1818268.85
64635.59,5.78,7.35,3.68,43239.67,1375292.85
72228.07,6.13,5.93,6.25,39103.77,1473147.2
61682.38,6.55,7.75,4.69,47037.06,1469556.18
86107.97,5.25,6.09,3.75,34603.79,1405554.55
59240.57,6.17,8.31,3.14,30729.51,1171721.67
64986.67,6.25,7.52,5.61,19895.18,1088972.17
69728.19,4.44,5.85,4.23,33453.81,899781.21
56942.52,6.23,6.46,4.01,41292.98,1163489.69
72105.68,5.93,6.44,4.81,43716.01,1477340.97
85762.74,6.11,7.15,5.06,22276.08,1521389.35
63355.65,6.02,6.78,4.66,47828.1,1465942.66
72794.43,6.24,5.83,5.07,26491.87,1117532.37
39279.52,7.3,5.58,4.54,34960.6,604922.46
68168.09,4.81,7.54,4.66,30517.5,1005977.57
65246.6,5.64,7.28,3.08,40304.21,1225760.7
59859.45,6.64,7.1,6.21,37096.69,1112737.81
80109.1,6.46,7.26,2.46,42891.84,1664063.96
65105.89,6.43,6.36,4.36,54462.76,1356354.14
66691.44,8.71,7.18,2.34,40111.69,1787041.49
64562.88,6.59,9.55,3.86,30439.45,1541817.66
48153.58,7.1,8.18,3.28,40739.11,1047687.36
56518.29,5.68,6.7,4.15,55468.51,1151329.84
78826.33,5.0,6.46,4.4,42677.18,1544779.95
46095.15,5.67,4.1,2.8,45549.01,583381.93
60415.61,6.68,8.07,3.94,20346.75,1144277.84
64322.78,6.38,7.78,5.69,40002.77,1335270.26
87166.52,6.38,6.44,2.37,33502.92,1649929.11
76774.78,5.77,5.54,2.93,29412.76,1125888.53
62644.68,5.61,5.82,5.04,35941.5,856550.89
82486.51,5.8,7.44,4.08,37241.19,1559392.64
60690.58,6.7,6.9,4.17,29965.91,1063736.09
79337.99,6.81,7.69,5.24,38033.5,1603320.66
54100.09,4.98,7.08,3.0,34441.14,642586.83
80021.78,6.73,7.97,3.34,43134.71,1840919.97
64254.43,5.34,7.36,3.19,38421.68,1062041.75
57621.2,6.44,7.83,3.55,39894.04,1235790.98
66268.68,5.79,4.88,5.63,45883.43,920550.16
71538.93,7.53,5.74,1.89,41670.94,1591962.47
63309.97,5.57,6.62,2.51,36102.61,1244975.8
74487.04,6.16,8.08,2.3,15450.27,1340329.35
62369.45,6.58,8.89,5.7,41261.75,1659140.82
75194.93,5.11,6.82,3.22,27112.16,1170835.7
73296.2,5.91,6.37,3.58,35307.09,1294352.22
67933.68,5.72,5.02,1.99,39845.64,1029191.26
63878.75,5.47,7.86,3.66,49393.31,1298347.5
70198.12,5.54,6.43,5.05,54448.05,1512802.26
74447.6,7.08,9.98,4.29,27019.91,1863697.48
90557.66,5.39,6.24,3.85,23103.06,1306683.43
78595.34,6.54,9.12,2.06,39395.74,1931227.53
78985.1,6.29,7.75,3.58,38569.1,1600768.41
101500.36,4.6,5.95,4.16,24234.38,1377980.2
74082.09,6.49,7.22,2.76,35998.22,1570745.49
73748.33,4.58,7.77,4.79,42093.59,1379479.77
76086.39,6.6,6.76,5.07,23953.74,1297152.92
57829.44,5.48,7.84,3.33,26291.74,870933.81
63851.9,5.99,7.81,4.87,29769.71,1190375.36
63188.25,4.7,7.59,3.85,34056.32,799117.38
75485.27,6.1,6.97,5.39,43050.67,1466344.09
66726.65,6.9,5.8,6.48,32922.68,1063965.3
70056.19,5.18,6.91,2.63,36712.02,1165022.56
80173.09,5.38,7.17,4.93,58456.31,1890050.5
77782.46,6.43,5.1,5.59,26671.62,1215555.45
66859.38,6.45,7.16,2.79,29682.04,1176683.0
61442.19,3.57,6.89,3.27,42893.03,736861.84
80682.76,7.98,5.68,3.26,45969.33,1767124.46
76831.13,6.5,6.65,3.82,40279.9,1751910.11
51463.51,6.67,6.68,3.54,54117.0,1252930.43
65245.41,5.84,8.94,3.74,39313.75,1477681.61
70347.06,4.14,7.21,5.01,16550.17,524826.11
76883.77,6.65,8.04,1.65,37125.68,1574047.25
78282.86,5.42,6.87,2.78,30495.99,1276377.0
71608.87,6.52,5.1,4.8,49897.33,1351132.73
74820.57,5.76,7.67,4.66,45736.89,1609620.02
69266.57,6.22,6.33,2.68,20385.32,1008817.28
61401.09,5.21,6.65,4.67,49564.91,1211545.24
65798.44,6.84,5.93,5.61,45486.23,1177266.19
68785.41,4.8,7.06,3.92,32942.71,928413.14
68213.39,8.2,8.07,2.74,35384.46,1730662.93
48486.56,8.2,7.93,5.06,49980.36,1461848.05
64346.62,7.6,8.59,6.1,16595.74,1313963.68
69182.04,7.24,8.74,2.89,40583.58,1775917.99
65584.16,5.9,4.92,4.03,47015.09,1027946.29
65952.35,7.13,5.78,5.32,35282.52,1262621.76
73784.01,5.88,5.16,4.12,42593.5,1293560.13
57083.47,4.44,7.63,1.83,37186.81,862756.52
51231.33,7.47,6.29,4.53,28381.41,1008415.48
64872.21,7.1,6.5,2.78,28133.38,968524.93
76726.93,5.95,6.77,2.42,43228.9,1455869.95
86568.94,4.77,7.38,1.85,29853.61,1490596.81
76918.92,5.4,5.49,5.44,21031.53,855914.55
52934.24,4.18,5.72,2.95,37377.81,396307.93
66106.43,6.92,6.99,4.39,31070.67,1279013.62
71318.21,4.39,8.2,4.69,24261.85,1033016.26
70475.77,6.26,6.96,4.18,36875.09,1309648.68
74330.91,5.14,6.19,4.34,43778.22,1457732.47
58809.09,4.57,4.82,4.45,36362.99,594041.88
69275.16,6.22,7.95,4.15,25580.56,1187914.9
73062.8,5.65,6.25,3.05,40944.9,1145497.3
77383.0,6.81,5.83,2.94,46436.93,1645672.96
59995.66,4.73,5.26,3.85,58127.36,906741.07
64904.32,5.23,5.54,3.82,50473.3,1320677.4
39765.71,3.62,6.02,4.51,26184.82,34438.06
61959.46,3.82,6.75,5.34,44679.47,930009.62
62993.79,7.76,5.77,4.4,38709.0,1355132.79
57716.27,8.04,7.18,2.98,24728.42,1331061.12
70348.09,6.07,6.74,1.3,38979.67,1086870.79
67986.73,5.16,9.23,3.03,55205.87,1561639.5
44504.3,5.68,5.27,2.33,48031.95,771179.94
70879.88,6.84,7.15,3.08,26104.51,1473699.17
58688.92,5.47,7.17,4.28,36299.14,872150.28
73759.47,6.22,5.95,4.08,41042.87,1183123.61
54921.03,5.97,7.09,6.27,18993.71,745088.48
68902.81,5.42,7.77,4.57,19335.78,1071267.98
65565.05,5.46,7.09,6.33,37697.68,1173169.18
71813.46,6.27,8.39,4.86,37827.17,1576865.69
69912.02,5.01,4.79,5.32,17912.72,410042.7
65863.46,6.43,6.14,3.54,40013.64,1198679.82
52209.41,5.51,8.48,2.66,46951.1,1158905.73
52838.92,6.11,7.91,3.43,33996.36,973086.01
62359.93,7.35,7.54,3.97,36756.63,1242281.04
68494.75,5.81,8.24,3.21,41834.26,1533159.17
62100.29,6.89,5.05,2.75,40520.37,1191194.77
75246.51,4.21,7.79,4.49,19601.92,888097.16
65607.06,5.51,8.07,2.74,27179.67,1100227.68
58297.89,6.01,6.32,2.09,32234.15,855737.73
65619.05,7.88,9.65,2.6,27619.29,1658149.73
70990.21,4.04,7.19,3.69,50722.66,1295296.32
72045.62,5.88,4.78,2.76,42460.17,1200696.68
88602.76,7.42,7.38,3.7,25148.98,1920937.95
61453.76,5.2,6.26,4.72,34035.72,973131.04
67799.86,5.77,8.17,4.69,47382.14,1514935.65
73124.63,6.31,7.54,3.17,29749.07,1671372.66
68333.36,6.16,6.39,2.38,44614.97,1498031.17
63247.41,7.53,8.51,3.27,49891.06,1733380.03
52071.02,6.42,7.94,4.79,48233.2,1299370.88
63138.53,7.29,6.15,5.07,37953.51,1095535.51
57139.48,5.62,6.84,4.41,48579.42,1136980.99
50180.83,5.25,7.51,5.46,30979.79,907757.2
60102.65,5.76,6.62,6.11,60835.37,1662269.55
57423.1,4.83,6.65,3.39,38553.43,821048.28
74805.0,6.46,7.03,5.81,47544.93,1695528.04
74989.44,5.6,5.91,3.66,32570.06,1216538.98
58949.45,5.31,4.73,5.23,41119.69,952795.95
65809.48,6.47,7.23,4.85,41556.88,1304328.19
48777.85,4.85,4.98,1.55,26944.33,530433.43
63314.32,6.74,5.99,2.79,26650.45,977852.99
72835.35,5.51,5.2,2.48,34133.31,911508.26
77375.19,7.13,5.33,1.79,47133.43,1571508.27
60983.34,5.59,7.42,5.06,17986.08,738494.33
79793.67,6.61,6.77,6.52,32561.72,1577443.14
52428.76,6.16,6.73,3.66,49163.49,949235.11
55285.78,6.72,5.66,5.03,23934.12,771317.92
76146.58,6.09,6.33,5.81,48607.96,1627441.81
86393.81,4.33,7.37,4.24,24969.65,1405697.29
73842.0,6.98,6.94,3.95,27066.32,1467813.39
68153.03,5.89,7.82,3.68,34701.82,1464713.54
45186.73,6.76,7.96,4.64,54757.08,1235463.06
47027.76,6.66,6.74,5.06,29810.93,830771.54
69962.25,5.21,5.12,4.55,18963.34,460591.92
64766.77,5.07,6.23,4.51,22248.78,722272.73
56797.01,6.63,6.89,3.92,45412.59,1287740.85
69281.45,5.68,6.21,2.02,22717.2,976213.25
69810.07,6.91,5.92,5.08,47953.55,1340701.07
78648.58,5.8,7.06,2.4,36855.67,1431296.16
70038.91,6.99,9.44,4.74,35842.71,1736546.99
81675.23,6.4,6.5,4.91,39113.74,1561985.87
68668.2,6.27,6.99,2.58,28213.87,1264070.7
67353.76,5.61,5.66,3.23,37531.38,1016087.54
79926.44,6.21,8.25,6.59,24321.75,1538964.11
58154.78,7.16,7.87,3.88,49550.74,1499200.03
98579.38,5.93,7.8,2.48,25967.09,1950816.96
72582.49,6.51,8.36,4.97,40518.89,1790042.4
72641.88,6.03,6.56,3.03,25893.1,1120485.42
74179.47,6.1,6.68,1.62,30870.94,1569667.12
88589.52,7.69,8.72,4.62,32452.72,2056860.71
77029.54,7.17,7.63,2.85,65752.88,2270007.69
51476.31,6.06,4.75,4.38,36019.62,543016.08
83541.19,6.19,7.45,2.98,28009.32,1630992.35
64949.72,5.29,6.4,4.85,31750.79,1008523.53
69725.06,5.81,7.9,4.21,21229.12,1047200.98
54948.71,6.29,7.4,1.0,34547.35,1029987.76
74191.26,6.82,5.23,4.45,54535.04,1779079.22
61640.65,6.72,7.26,3.62,39498.19,1241544.24
69650.61,4.88,7.2,5.72,45129.25,1317299.99
65555.07,6.95,7.36,4.47,27131.81,1303459.98
89099.79,5.89,7.57,4.91,34144.83,1732697.07
89709.93,5.0,8.5,3.11,38186.73,1601438.91
69078.74,7.3,7.41,3.01,28964.33,1517308.54
69264.87,7.43,7.01,3.95,40133.07,1584149.7
64602.84,6.24,8.15,3.54,42271.13,1568482.49
80370.82,6.68,9.26,5.63,41550.77,2021714.61
65077.37,6.74,7.91,3.79,34663.5,1412832.21
64092.39,7.36,7.2,2.47,46990.29,1621202.87
79012.84,6.7,7.43,2.96,33606.15,1523247.28
62845.81,4.67,7.25,5.17,32700.95,1066453.77
68180.61,7.97,7.01,3.77,50470.27,1767019.7
51729.39,7.04,9.18,3.71,25176.36,1141190.1
76088.26,5.48,6.23,5.28,19261.03,1129580.32
89268.76,4.96,8.16,2.85,27549.92,1578546.06
76269.82,6.48,6.86,1.23,40006.38,1527283.29
84162.86,5.7,5.49,2.93,48902.64,1607435.43
59565.24,6.31,6.8,4.28,29607.35,1067850.88
71101.74,6.72,6.44,3.67,54175.26,1636326.09
58530.8,5.42,7.57,2.06,36432.93,1122279.09
66155.47,4.88,7.08,5.23,35016.37,904149.19
76813.23,6.36,5.96,4.18,27727.36,1279781.44
69668.2,5.45,8.48,4.46,55530.2,1761255.36
53527.07,6.12,8.09,4.5,34671.38,1142803.3
54567.42,4.65,8.59,2.38,22943.02,514616.79
53862.55,5.73,7.23,4.35,60555.36,1298462.92
73820.9,6.69,6.95,5.1,40070.18,1432729.35
90579.99,6.58,7.7,5.38,44091.39,2178264.45
83104.08,5.2,6.41,4.87,52852.49,1597541.72
48375.59,4.82,7.12,4.61,42261.54,871295.4
83728.83,6.0,6.81,1.84,45838.78,1594234.6
78563.16,6.54,5.51,3.96,36702.18,1440509.92
52113.19,6.38,7.12,2.8,43445.29,1103594.0
65351.48,5.47,6.54,5.56,35823.98,1335890.69
80259.08,6.27,6.75,5.37,35962.41,1655385.07
74449.52,7.47,7.36,2.81,37351.19,1809066.32
54630.66,6.18,8.28,3.92,32224.61,1300571.58
75092.29,4.36,6.13,4.29,41168.95,1143099.85
45801.52,6.18,6.65,5.09,41143.81,837908.82
66208.16,8.0,6.22,1.92,44290.75,1551223.28
80711.34,4.71,6.15,1.26,42511.09,1339583.97
68779.05,6.01,6.39,4.03,56013.43,1228271.93
63265.32,5.76,6.79,1.0,46610.35,1243959.98
78061.65,6.07,7.58,4.18,34106.02,1551112.53
78971.9,6.17,7.31,4.71,40659.73,1616634.02
82545.4,7.11,5.92,5.5,50184.03,1686543.53
77901.74,6.06,8.3,3.21,26734.52,1481035.88
80108.29,7.24,7.94,4.18,56154.35,1990196.47
76394.34,5.86,6.08,4.78,28474.7,1367976.29
71413.0,5.63,8.23,2.53,45098.23,1528959.12
69536.99,5.32,7.32,5.11,36228.51,1017349.65
66054.29,4.18,6.83,4.32,35657.5,871502.92
55661.58,6.25,7.35,3.24,23231.59,969870.69
58401.29,8.01,6.96,4.15,45169.94,1534015.36
65577.29,6.43,7.54,3.81,23376.05,1058427.25
71156.4,6.66,7.18,4.94,21843.51,1174489.05
83939.18,5.57,6.65,3.54,47673.05,1634342.24
68137.53,5.74,4.94,4.26,53924.84,1195503.91
79278.05,6.95,7.52,3.22,29540.59,1493904.83
80086.35,7.97,6.61,2.83,46118.86,1936759.16
66116.24,7.45,7.78,4.19,44068.52,1539386.57
74921.21,6.78,7.48,2.88,35254.68,1672365.51
65987.48,6.01,6.64,4.96,49420.98,1485819.95
82674.32,6.19,8.02,4.71,34539.05,1607546.47
75359.82,5.23,7.2,3.04,41299.53,1320322.92
55894.82,4.55,7.16,4.24,23719.33,549119.55
70304.53,4.86,6.85,3.03,24143.53,916495.47
86148.58,6.03,8.69,2.01,47765.77,2057968.96
66651.44,5.69,6.27,3.25,41633.71,1218460.58
73354.75,4.53,6.66,3.92,34749.12,1114242.56
74400.98,5.94,5.74,4.62,55098.36,1679031.75
57534.67,5.66,7.72,4.16,54993.86,1360695.63
74026.13,4.82,6.4,5.1,40521.74,1061328.99
53727.5,5.61,6.52,2.77,21715.62,446713.55
61915.1,5.66,6.47,3.52,35055.38,1154079.87
80048.06,5.37,7.05,6.0,27899.63,1352190.9
72385.31,6.9,5.73,1.6,37051.42,1373958.49
65337.88,4.1,4.72,3.42,26870.25,514785.74
73341.38,4.01,7.45,2.66,24290.46,936220.68
67942.54,5.98,4.86,3.74,13706.56,695373.25
68717.06,6.08,7.85,3.45,37823.03,1378036.16
75583.37,6.38,8.56,4.72,13347.78,1436420.14
60830.71,5.45,6.82,4.29,32984.61,893232.26
69012.91,5.07,8.3,2.37,43054.89,1298407.72
65254.85,5.97,6.97,3.26,28996.2,912101.64
51683.64,5.54,8.61,3.98,25396.08,842259.65
58772.78,7.52,6.53,4.89,35489.62,1371147.67
85296.94,5.66,4.6,6.97,27939.09,1119712.53
72683.38,5.93,6.91,4.84,38005.65,1229653.09
54476.2,8.43,8.72,2.73,25912.16,1446286.58
52165.9,5.79,7.53,3.86,35125.9,867832.73
67387.56,6.53,6.47,4.2,32724.77,1371881.76
85222.13,6.62,7.32,3.34,36048.65,1874989.81
66592.53,6.7,7.97,4.56,52391.88,1584314.94
82513.0,6.27,6.9,1.19,38146.12,1609378.13
72333.88,6.17,9.64,4.66,41169.61,1705676.0
73605.59,6.08,6.47,3.39,29961.93,1116410.13
54346.89,5.41,8.0,3.85,38378.82,1019346.42
78575.12,6.3,7.76,5.78,33435.58,1674103.33
65013.29,7.99,6.28,2.43,36457.34,1426475.65
77781.84,7.18,6.56,4.32,42603.78,1656827.35
59905.58,6.28,8.02,4.96,31198.18,962244.12
70469.99,6.83,7.14,4.19,32212.4,1338918.83
72334.65,5.12,7.33,1.99,31335.33,1225696.64
66941.31,5.72,5.34,5.64,31143.73,782150.69
72894.64,6.92,7.65,3.72,37882.36,1748828.04
65743.74,7.45,7.28,3.33,32550.48,1368579.2
61665.32,5.22,6.93,3.6,51030.22,1230298.12
85694.24,5.5,7.35,3.51,62753.69,1964596.97
79762.74,8.14,6.58,2.52,30526.17,1604799.62
60473.7,6.08,6.39,4.18,39080.98,1124897.08
74641.48,7.79,6.75,3.25,46465.23,1759111.38
60667.53,6.18,6.52,4.81,33525.44,952534.67
55956.63,6.22,9.19,4.62,26293.67,918812.68
79601.34,5.68,7.91,5.98,53414.37,1964806.08
50420.71,6.91,6.01,3.72,42973.11,1014349.09
78461.43,7.32,9.05,2.99,39326.0,2107674.1
65889.49,4.96,6.55,2.17,50559.43,1264697.58
66328.34,5.63,7.02,6.68,43807.56,1399177.6
